,Region,Sub Region,Country,Drug Group,Drug,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1133,,,,,Cannabis seed,,,,,0.0570299987252802,1603.37902832031,0.0973599978238344,,,0.0260000005364418,4.39799976348877,,21191.080078125,18.7600002288818,1.20899999141693,0.0604499986488372,10.9700002670288,39.439998626709,42.80950091509144,0.091,0.276,1.255,,2.0,12.356,,,,34.29664999960549,,37.87533999670669,37.70306999465637,29.628229994836524,19.88,2.032269988169894,14.984589990956708,29.33838998595439,13.372899978880064,23.724779986649978
1134,,,,,Coca leaf,21392.0,5878.0,9446.0,11774.248046875,13132.060546875,13661.20703125,14993.4990234375,30314.35546875,37815.546875,18385.671875,30778.482421875,47790.98828125,80209.3203125,52983.48046875,59120.0,54749.9296875,56853.8203125,49754.1015625,47847.9609375,68492.192,95901.272,91352.081,45570.39,46243.113,38617.418,52928.467,49418.107,47634.036,53978.423,56741.021,4554.13,3049.73,94702.0,87677.69,118087.71,113732.29,115640.16,129616.2,126071.666
1135,,,,,Depressants (excluding Methaqualone),127.8338887669166,0.158309996461496,5.1138200561292475,,,,19.246000289917,,,,,4.39305990180746,,,,,,0.0575899987127632,0.131249997066334,0.0805599981993437,0.117789997367188,0.047949998928234,0.240279994629323,0.125769997188821,,,,,,,,,,,,,,,
1136,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.1,
1137,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.252,0.78,,59.95,48.6,178.52,20.44326
1138,,,,,LSD,1.04999997347477e-06,3.14999992042431e-06,0.000141399996427936,7.02999982240726e-05,1.29999996715924e-06,0.000280349992917763,4.35499988998345e-05,0.000117249997038016,8.24999979158747e-06,9.39999976253603e-06,3.65999990754062e-05,2.23999994341284e-05,0.000440749988865718,0.00239364993953132,0.000731049981532124,0.00245524993797517,6.45499983693298e-05,2.81499992888712e-05,7.17499981874425e-05,5.42499986295297e-05,5.46499986194249e-05,6.19499984350114e-05,2.33999994088663e-05,8.1899997931032e-05,0.000474949988001754,7.68499980586057e-05,5.10499987103685e-05,0.000350999991132994,0.000103949997374002,0.000220249994436017,0.000139099996486038,0.000802499979727145,0.00438024988934558,0.000541599986318033,0.000628399984125281,0.02742589981240599,0.00217679994500941,0.00648424983619407,0.0012367999687558
1139,,,,,Methaqualone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07425,,
1140,,,,,Non-specified,,,,,,,,,,,,,,,,0.4430599954985086,,,,0.0805499981995672,0.117789997367188,4795.0,24028.0,0.125769997188821,0.0920099979434162,0.209479995317757,0.163459996346384,0.155689996520057,0.037919999152422,2.3757699468974,,,,,,,,1.18704997346736,2.09974995306693
1141,,,,,Non-specified hallucinogens,,,,0.0299999993294477,,4.2810001373291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,,,,Non-specified sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00580999987013638
1143,,,,,Other coca/cocaine type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697000010386109,,,,,,,,,
1144,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.366000045508151,12.287999999999998
1145,,,,,Other illicit opioids,,,,,,,19.4039993286133,0.00750000011175871,,0.180000007152557,,,,,,,,,,,,,,,,,0.162500002421439,,,,,,,,,,,,
1146,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,4.1,7.29
1147,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00119999997317791,
1148,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.37851999198645,,
1149,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101750001516193,25.25,
1150,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.52
1151,,,,,Poppy plants,,,,,,,,65.9,,85.0,,9.5,5.5,,,,30.1,2.47000002861023,40.8,,,,,,,,,5.8,,,,,,,,,0.2,0.4,
1152,,,,,Poppy seed,,,,,,,,,,,,,0.0399999991059303,,,,,,30.0,,0.01,0.2,,,,,,,,,,,,,,,,1.80000008549541e-05,
1153,,,,,Psychotropic substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0946399978846312,0.0544099987838417,0.116139997404069,0.220679995067418,0.0231799994818866,,,,
1154,,,,,Solvents and inhalants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.01,5.29,1.37,8.139
1155,,,,,Synthetic cannabinoids (Spice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,
1156,,,,,Tryptamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
1157,,,Bolivia (Plurinational State of),Cocaine,Coca paste/cocaine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25710.0,,,20400.0,,,,,
1158,,,,,"Cocaine (base, paste and salts)",400.0,,,1035.81604003906,972.117004394531,3261.56494140625,6587.40185546875,6787.80078125,9796.4013671875,9800.0,12404.9150390625,8420.0,10126.48046875,9055.302734375,10021.0,8496.640625,11938.0,12325.0,11346.0,7712.0,5600.0,4610.0,5100.0,12900.0,8720.0,11460.0,14090.0,17830.0,28890.0,26892.0,,,,1580.0,,,,,
1159,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380.0,33966.65,36309.63,,22341.93893,21284.78,29961.27,19628.77,18074.87953
1160,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006233,,,,,,,,,,,,
1161,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,0.759999990463257,,,,,,,,,,,,,,,,,,,,
1162,,,,Marijuana (herb),Marijuana (herb),4.0,,,22.6620006561279,102.817001342773,,,,55.5400009155273,12.0,15.6029996871948,85650.5,,,144.0,12.9420003890991,175.0,3617.0,320.0,2160.0,3740.0,7050.0,8750.0,8510.0,28200.0,34560.0,38938.0,267381.0,1275.0,26555.0,4373.0,1986.37,5560.0,12605.9,11508.68504,26198.37,15189.96,18692.32,8584.3228
1163,,,,Other drugs,Cannabis plants,,,,,,,,,,,,,,,,,,,,,,,,,,,86418.0,156396.0,1111313.0,1910857.0,1068953.0,380213.27,401870.0,,161521.415,57400.67,102946.0,196940.54,231475.839
1164,,,,,Coca leaf,14508.0,,,,,4468.0,,,24144.060546875,1907.0,,,,,127868.0,76710.0,45940.0,80090.0,108568.55,63145.19,58930.0,79530.0,101650.0,152130.0,445670.0,888220.0,1346030.0,1707170.0,2064820.0,1574000.0,1016360.89637091,,739884.0,475547.0,149616.0,,,,
1165,,,Brazil,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,0.05025,,,0.00025,0.6775,,0.52375,4.297,,5.55675,2.5,5.48875,0.50725,179.6455,4.02625,43.5635,
1166,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4775,12.14575,,,0.35925,13.45425,117.51325,72.8545,1.56975
1167,,,,,Non-specified ATS,0.1344999974966049,0.03524999988824129,0.1500000022649765,2.9545,0.137,2.92300009727478,19.291,,,,,,,,,,0.0280000008642673,,,,,,,,,,0.866,0.09,,,,,,,,,,,2.0935
1168,,,,Cocaine,Coca paste/cocaine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.2,413.0,,7.32,40.14,,,,,,,
1169,,,,,"Cocaine (base, paste and salts)",92.8320007324219,98.4960021972656,362.295989990234,599.609008789063,551.109985351563,160.055999755859,973.635009765625,1340.50305175781,1484.81396484375,1523.76904296875,3017.083984375,4071.7919921875,2300.0,6607.76416015625,12027.7646484375,5814.85693359375,4070.50390625,4309.3779296875,6560.4140625,7469.647,5516.585,9024.656,9214.7,9630.5188,8093.545,16014.764,14178.31,16608.5,20075.19,24051.84,,,,,,,,,
1170,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27065.67,24481.2,19874.62,41710.31,33858.15,27222.5,,48047.2,79173.6
1171,,,,,Crack,,,,,,,,,,,,,,,,,,,,176.456,39.34,112.609,200.5,136.18346,101.0,136.756,145.37,578.06,373.53,,1144.7,,,,,,,,
1172,,,,,Non-specified cocaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41471.64,,
1173,,,,Ecstasy,Ecstasy-type substances,,,,,,,,125.209999084473,,,33.302377,7.05413,,,,,,,,16.154852,9.971716,0.517339,4.282884,19.202789,22.214141,14.206904,3.156608,57.220295,35.943543,7.672552,0.74254,70.217184,91.897455,49.671319,237.898163,153.487083,132.86317,204.567602,80.038766
1174,,,,Hashish (resin),Hashish (resin),0.503000020980835,0.940999984741211,1.0,4.60200023651123,,0.425000011920929,3.69400000572205,3.6470000743866,6.49399995803833,16.4130001068115,0.830999970436096,1.60800004005432,6.0,,1.432000041008,6.34000015258789,8.50899982452393,12.1599998474121,,37.55,41.009,43.519,36.1,55.72401,66.405,94.001,95.71,160.093,301.23,203.73,143.42,250.56,205.71,319.902,233.87,298.35,319.42,546.7,325.3
1175,,,,Heroine and Morphine,Heroin,,,,,0.0020000000949949,,,,,,,,,,12.7880001068115,0.00600000005215406,,,0.949999988079071,,,12.5,56.6,66.265,50.135,13.593,95.05,10.01,11.54,,,1.36,9.59,5.03,,,,0.6,100.3
1176,,,,,Illicit morphine,,,,,,0.25,,,,0.900000013411045,,,,,,,,,,0.15,,,,0.04607,,,0.085,72.36,0.77,17.0,,23.09,,,,,,,
1177,,,,Marijuana (herb),Marijuana (herb),88503.0,232587.0,363394.0,1037097.125,2650776.0,27.1900005340576,27058.1328125,21597.189453125,19358.337890625,8382.18359375,9561.0,7471.10009765625,18773.0,,18836.544921875,11730.7958984375,22430.587890625,31828.431640625,28982.4921875,69171.506,159073.232,146279.636,194080.0,166254.29209,155392.46,151632.474,166780.24,197255.22,187103.0,131366.162,155071.91,174270.95,111230.0,222225.0,208472.26,271061.75,234153.24,350314.3,271605.4
1178,,,,Opium,Opium,,,,,,0.490000009536743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,,,Other drugs,Any Illicit drugs,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,,,,,Cannabis plants,8.2,,6.0,920.0,,0.907999992370605,12162774.0,45903336.0,16077492.0,2100000.0,2728621.5,1636981.25,740000.0,,,253246.1,1523.19995117188,288481.1,337111.2,346215.8,369960.1,382384.6,259410.1,234588.9,56176.3,15465.0,115003.6,4331.4,290474.6,216413.7,176776.0,133560.7,62013.3,89362.4,139211.0,122285.6,61533.5,191045.1,290000.0
1181,,,,,Cannabis seed,0.0131899997051805,0.155319996528327,117.0,,0.358939991977066,1603.37902832031,63.2459983825684,178.009002685547,30.5429992675781,,12.7390003204346,9.91300010681152,30.0,,95.1529998779297,56.8330001831055,84.6220016479492,68.3140029907227,5.17899990081787,55.804,99.047,,23.0,41.1,,,19.33,,47.8,23.93,214.59,43.83,3.03,4.7,3.06,,5.59,32.7,103.4
1182,,,,,Coca bush,,,,,,,,5330393.0,7980840.0,1319.06298828125,,,,,,,,,,,,,,,,,,,,,23982.0,,,,,,,,
1183,,,,,Coca leaf,1.0,0.293000012636185,0.24600000679493,154616.03125,4395625.0,13661.20703125,40814.30859375,8.24,3.65300011634827,,,0.736999988555908,,,0.765999972820282,0.0270000007003546,,0.0350000001490116,,,0.018,,,,0.16,0.229,0.335,8.0,1.17,,0.85,0.2,0.09,97.096,,,,,118.2
1184,,,,,Coca seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,,,,,,,,,,,
1185,,,,,Depressants (excluding Methaqualone),0.154379996549338,0.207479995362461,0.00880999980308115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,,,,,GBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,0.01,,,,
1187,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,1.29,,,,,,
1188,,,,,Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,6.5,,,,,,
1189,,,,,LSD,2.84999992800294e-06,5.54999985979521e-06,2.64999993305537e-05,1.4099999643804e-05,0.000201349994913471,,3.06499992257159e-05,3.77300000190735,5.39999986358453e-05,,8.99999977264088e-07,2.79999992926605e-06,,,2.34999994063401e-06,0.00400000018998981,,1.49999996210681e-07,,7.999999797903e-07,0.000118399997008964,,1.15499997082225e-05,0.00504319987259805,3.5749999096879e-05,4.63499988291005e-05,0.00158444995997343,0.000161949995908799,0.00464949988254375,0.00242119993883534,0.00167709995763289,0.00544279986250331,0.00325164991785641,0.00283409992840461,0.000614449984477687,0.000580249985341652,4.40999988859403e-05,0.00030969999217632,0.000681099982793967
1190,,,,,Non-specified,,,,0.00281999993696809,,,,,,,,,,,,,,,,,0.0486199989132583,,0.393979991193861,0.0557099987547845,,,,,,,,,,,,,,,
1191,,,,,Non-specified cannabis-type,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,
1192,,,,,Non-specified hallucinogens,,,,,,4.92000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,10.9186001626998,,,,,,,
1193,,,,,Non-specified substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.35545002019778,0.0,0.0,0.0,,,,,
1194,,,,,Other coca/cocaine type,,,,,,,,,,,,,,,,,,,,,,,145.5,,,,,,,2.44,,,,,,,,,
1195,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0
1196,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271089993940666,0.00274999993853271,,,,,,,
1197,,,,,Psychotropic substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.2829399713241,,,,,,,,
1198,,,Chile,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,0.02575,0.12725,0.096,0.192,,0.292,0.268,0.07325,,0.2135,0.1125,,0.06575,0.14225,0.0025,0.04983,0.30425,0.0445,0.2315
1199,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,0.1935,0.022,0.08975,0.0595,0.09075,,,,,,,0.00325,,,0.005,,8.911,0.5034,,13.996
1200,,,,,Non-specified ATS,0.58875,0.277,0.43175,4.61425,1.71075,6.843,10.91650006103516,5.24675,56.428001739502,11.115749999776483,7.60099989318848,19.00625,,,30.12325,6.761,4.36575,13.9215,1.7542499999403953,25.93725,2.774,5.33925,0.55975,4.261,,,26.68825,17.4225,,,,,,,,,,,
1201,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,
1202,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97225,5.29355,3.49925,0.87775
1203,,,,Cocaine,Coca paste/cocaine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7127.0,7059.0,9675.39,10798.4,13870.61,11703.295,12771.018,12542.6456,
1204,,,,,"Cocaine (base, paste and salts)",75.0449981689453,46.5,12.3540000915527,64.8809967041016,32.5250015258789,29.5879993438721,61.7490005493164,41.809601403906946,79.2699966430664,882.422973632813,235.942993164063,402.282989501953,619.0,997.0,1226.45202636719,2900.35498046875,2962.09790039063,2660.71997070313,2952.47094726563,2930.0,2076.1,2428.09,2262.311,2410.508,5265.759000095368,5370.405,6789.545,10791.3,9507.0,8350.68,,,,,,,,,
1205,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808.0,1941.0,3150.18,2932.67,4073.5,5659.816,6125.086,6024.2888,3713.576
1206,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,,,,,,17.481,,14.689,,,,0.029,,0.47,,0.0089,0.0012,
1207,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,0.3709999881684778,0.171000003814697,,,,,,,,2.97699999809265,,0.03794,0.711646,0.124118,1.421124,,0.162329,1.125463,1.029529,0.70189,0.521104,0.406771,0.527095,0.0548775,0.233602,2.1344890000000003,32.410422,2959.278107,43.151022999999995,71.137229
1208,,,,Hashish (resin),Hashish (resin),,,,,,,,,0.00600000005215406,,0.103000000119209,0.00800000037997961,,,0.0439999997615814,,,,,,0.001,,,,,,0.096,,,0.189,0.732,,0.43,,0.118,1.012,0.3417,8.6312,5713.0
1209,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,,,21.088,33.234,13.649,4.641,14.225,14.125,5.945,11.0,,0.081,,,,,,,1.479,,0.4195
1210,,,,,Illicit morphine,,,,,,0.000200000002980232,0.000600000008940697,0.000200000002980232,,,0.00210000003129244,,,,,0.00800000011920929,,,0.00290000004321337,0.000100000001490116,,,0.000500000007450581,0.00240000003576279,,,0.0117000001743436,,,,0.047400000706315,,,0.0165000002458692,0.0330000004917383,0.00980000014603138,0.0846000012606382,,0.00740000011026859
1211,,,,Marijuana (herb),Marijuana (herb),2649.0,3495.0,6849.0,8325.0,8007.84423828125,10021.0263671875,12171.7802734375,16258.0859375,33628.0,5648.15283203125,5134.2119140625,24010.76953125,738177.0,78039.4375,1676.59997558594,3788.30493164063,912.633972167969,784.429992675781,2238.32495117188,2105.0,3277.341,2418.496,8832.672,4620.464,4990.363,6437.649,4991.02,6620.739,10835.7,13928.462,8144.0,14565.0,14550.83,23449.7195,24385.86,23642.58,21963.622,16996.0216000002,16840.13
1212,,,,Opium,Opium,,,,,,,,,,,,0.0130000002682209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,,,,Other drugs,Any Illicit drugs,,,,0.0,0.0,0.66499999165535,2.8200000524520803,0.0,,,,,,,,,,,,,,0.0,0.0,136.19,,,,,,,,,,,,,,,
1214,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.792049982296303,,,0.06090999863855544,0.2780899963734294,,,0.000399999991059303,
1215,,,,,Cannabis oil,,,,,,,,,,,,,,,,,,,,0.025,,,0.32,,,0.7,,,,,,,,,,,,,0.183
1216,,,,,Cannabis plants,,,35.0,4.8,,764.1,964.3,,729.4,1361.0,1162.7,43111.0,20664.0,,4169.2,7278.7,9448.1,3426.3,1032.842016601563,,6362.1,9889.2,6989.1,7922.8,16687.8,12875.4,21499.7,21581.6,28172.3,19641.2,17261.8,26601.5,23542.8,28770.4,25681.6,40730.8,31981.5,24569.3,24976.2
1217,,,,,Cannabis seed,,,,,,,,6.20300006866455,,,,,,,,,0.601000010967255,,0.377000004053116,,,,,,,,,,,,0.0281899993699044,,0.24375999991595745,0.631669996386394,1.879939997334778,246.24626999094153,0.9387699999380857,0.2061599999986589,0.2218
1218,,,,,Coca leaf,,,,16.5639991760254,,103.625999450684,329.665008544922,4.7020001411438,138.0,196.208999633789,104.139999389648,54.8699989318848,33.0,,173.934997558594,21.7199993133545,4.86700010299683,,,,,,0.249,,,358.0,12.423,,,61.533,179.12,,1.10088,94.65,341.48391,250.498,0.5094,7.4246,260.299
1219,,,,,Depressants (excluding Methaqualone),0.000249999994412065,0.00279999993741512,0.000799999982118607,0.00704999984242022,0.132809997031465,0.940039978988469,1.11750997502171,0.266469994043931,15.635060424830773,0.3757199919745321,1.335899944435801,0.0510099988598376,,,,,0.483919989183545,,0.0274499995261431,0.198129995571449,0.0699299984369427,0.0934099979121238,0.348819992203265,0.0534499988052994,,0.147459996704012,3.99881991061941,0.0298099993336946,,0.322059992801398,,,,,,,,,
1220,,,,,Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42180000628531,,,,,,
1221,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.003,7.312775001829491,6.42
1222,,,,,LSD,,2.54999993558158e-06,1.74999995579128e-06,3.1999999191612e-06,6.49999983579619e-07,0.018001049225113076,,1.44999996336992e-06,,9.99999974737875e-08,9.99999974737875e-08,9.99999974737875e-08,,,0.000181199995422503,1.69999995705439e-06,6.0249998477957e-05,8.81999977718806e-05,7.64999980674475e-06,5.49999986105831e-07,1.64999995831749e-06,9.99999974737875e-08,1.49999996210681e-06,1.99999994947575e-07,,,9.99999974737875e-08,3.84999990274082e-06,6.37999983882764e-05,,,,2.83999992825557e-05,0.000195449995062518,0.000119899996971071,2.246144999996337,0.000596599984928616,0.000387699990205874,8.18499979322951e-05
1223,,,,,Methaqualone,,,,,,,,,,,,0.08075,,,2.53325,,,,0.3475,,,,,,,,,,,,,,,,,,,,
1224,,,,,Non-specified,,,,,,,,,,,,,,,,,,,,4.10575990822911,,4.81883989229053,,1.78648996006884,,,,,,,,,,,,,,,
1225,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,0.0125000001862645,1.2266000000685453,16.5957002472952,10.0949001504257,,,,0.168100002504885,0.130200001940131,0.274100004084408,,,,,,,
1226,,,,,Non-specified sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158819996450096,,
1227,,,,,Other coca/cocaine type,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,7.5149998664856,,,,,,,,,,,14058.785
1228,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043700000651180765,0.217300003238022,2.246030033070085,,3.6153000538721676,7.172100003145636,2.642300004564226
1229,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,0.000625000009313226,,,,0.000325000004842877,0.00160000002384186,,,,167.300003051758,,,,,,,,,,,
1230,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.0,0.0
1231,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.175779991600662,0.303249993221834
1232,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84618998108618,,,,,,,,,
1233,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00120000001788139,,,,,,,,
1234,,,,,Phenethylamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00491999989002943,,,,
1235,,,,,Psychotropic substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,
1236,,,,,Sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0609299986381084,,,,,
1237,,,Colombia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,56.0,490.28,,,,,,,,,,,
1238,,,,,Non-specified ATS,293.88625,21.0,,1.79625,,,,,,,,,,710.0,,,,,,,,,,,,,,,,,,,,,,,,,
1239,,,,Cocaine,Coca paste/cocaine base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50090.0,68910.0,56053.55,50323.18,43381.41,45056.9596,45241.56,54750.0,44070.96
1240,,,,,"Cocaine (base, paste and salts)",2111.30004882813,694.161987304688,651.4580078125,18769.44140625,37559.39453125,8100.1171875,10147.0,18482.021484375,23135.0,43251.0,50748.0,72630.0,37764.0,32200.0,72244.0,59030.0,45779.0,42044.0,107891.0,60512.0,105006.0,75087.0,120579.0,145601.0,187808.37,214521.09,181310.215,195435.188,255640.0,253450.0,,,,,,,,,
1241,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164808.319999997,146072.0,183245.39,166980.0,148076.87,253591.15,362414.9,434730.0,413383.28
1242,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,47.528522,1.366382,5.454146,2.312443,4.810792,2.094288,1.516787,34.301283,2.527617,7.076352,15.451878,31.734371,5.530026,32.947909,2.441981,7.59071,7.420251
1243,,,,Hashish (resin),Hashish (resin),,,,,,,,,,277.0,,,176.0,,73.3899993896484,12.5100002288818,13.0,7.0,,338.0,38.0,0.2,,,,4.0,,,,1.0,75.0,,,,,,,,
1244,,,,Heroine and Morphine,Heroin,,,,,,,,2.0,,,,,48.0839996337891,44.3009986877441,95.3990020751953,145.022994995117,80.7720031738281,129.735000610352,239.154006958008,584.2,567.2,787.6,776.87,628.82,766.733,761.09,515.028,527.001,677.07,735.08,1692.3654477539098,522.67,464.4,403.49,348.77,393.2933,520.89,444.412639999999,329.4719
1245,,,,,Illicit morphine,,,,,,,,,,,,7.0,9.10200023651123,10.5649995803833,85.7460021972656,290.239990234375,94.120002746582,87.1220016479492,79.1110000610352,154.023,107.89,47.39,20.26,78.24,39.31,93.033,27.091,8.02,,1.0,,13.32,,,233.67,25.987,28.05,,
1246,,,,Marijuana (herb),Marijuana (herb),743813.0,3412975.0,3288879.0,7940452.0,7194968.5,1066778.25,535224.0,1299313.5,927249.0,707617.0,653322.0,329000.0,205678.0,548780.0,207712.0,206260.0,238943.0,178132.0,70025.0,69087.0,75173.0,86610.0,76998.0,134939.0,152317.185,128957.021,109629.036,183203.059,254685.029,208875.47,254991.365,320900.0,348993.73,410331.21,305460.0,258221.12,193068.66,239420.0,264444.47
